Crash_Ref_Number,Crash_Severity,Crash_Year,Crash_Month,Crash_Day_Of_Week,Crash_Hour,Crash_Nature,Crash_Type,Crash_Longitude_GDA94,Crash_Latitude_GDA94,Crash_Street,Crash_Street_Intersecting,Loc_Suburb,Loc_Local_Government_Area,Loc_Post_Code,Loc_Police_Division,Loc_Police_District,Loc_Police_Region,Loc_Queensland_Transport_Region,Loc_Main_Roads_Region,Loc_ABS_Statistical_Area_2,Loc_ABS_Statistical_Area_3,Loc_ABS_Statistical_Area_4,Loc_ABS_Remoteness,Loc_State_Electorate,Loc_Federal_Electorate,Crash_Controlling_Authority,Crash_Roadway_Feature,Crash_Traffic_Control,Crash_Speed_Limit,Crash_Road_Surface_Condition,Crash_Atmospheric_Condition,Crash_Lighting_Condition
291267,Medical treatment,2016,February,Tuesday,16,Rear-end,Multi-Vehicle,153.124009,-27.503874,Cleveland Sub-Arterial Rd,Gateway Arterial Rd,Belmont,Brisbane City,4152,Carina,South Brisbane,Brisbane,SEQ South,Metropolitan,Carindale,Carindale,Brisbane - South,Major cities,Chatsworth,Bonner,State-controlled,Intersection - Interchange,Operating traffic lights,60 km/h,Sealed - Dry,Clear,Daylight
291268,Medical treatment,2016,February,Tuesday,7,Rear-end,Multi-Vehicle,153.0276309,-27.46008528,Rogers St,St Pauls Tce,Spring Hill,Brisbane City,4000,Brisbane City,North Brisbane,Brisbane,SEQ North,Metropolitan,Spring Hill,Brisbane Inner,Brisbane Inner City,Major cities,Brisbane Central,Brisbane,Locally-controlled,Intersection - T-Junction,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Daylight
291269,Medical treatment,2016,February,Tuesday,16,Head-on,Multi-Vehicle,153.004183,-27.469854,Park Rd,Railway Tce,Milton,Brisbane City,4064,Brisbane City,North Brisbane,Brisbane,SEQ North,Metropolitan,Paddington - Milton,Brisbane Inner - West,Brisbane Inner City,Major cities,Mount Coot-tha,Brisbane,Locally-controlled,Intersection - T-Junction,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight
291270,Medical treatment,2016,February,Tuesday,7,Rear-end,Multi-Vehicle,153.038858,-27.506763,South East Arterial Rd,,Greenslopes,Brisbane City,4120,Coorparoo,South Brisbane,Brisbane,SEQ South,Metropolitan,Greenslopes,Holland Park - Yeronga,Brisbane - South,Major cities,South Brisbane,Griffith,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight
291271,Medical treatment,2016,February,Tuesday,18,Angle,Multi-Vehicle,153.039978,-27.45342,Ann St,Chester St,Fortitude Valley,Brisbane City,4006,Fortitude Valley,North Brisbane,Brisbane,SEQ North,Metropolitan,Fortitude Valley,Brisbane Inner,Brisbane Inner City,Major cities,Brisbane Central,Brisbane,Locally-controlled,Intersection - T-Junction,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Dawn/Dusk
291272,Medical treatment,2016,February,Tuesday,17,Angle,Multi-Vehicle,152.945428,-27.597469,Progress Rd,Western Arterial Rd,Richlands,Brisbane City,4077,Inala,South Brisbane,Brisbane,SEQ South,Metropolitan,Inala - Richlands,Forest Lake - Oxley,Ipswich,Major cities,Inala,Oxley,Locally-controlled,Intersection - Interchange,Operating traffic lights,60 km/h,Sealed - Dry,Clear,Daylight
291273,Medical treatment,2016,February,Tuesday,1,Hit parked vehicle,Single Vehicle,152.956501,-27.625027,Grand Ave,,Forest Lake,Brisbane City,4078,Inala,South Brisbane,Brisbane,SEQ South,Metropolitan,Forest Lake - Doolandella,Forest Lake - Oxley,Ipswich,Major cities,Algester,Oxley,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Darkness - Lighted
291274,Minor injury,2016,February,Tuesday,13,Angle,Multi-Vehicle,152.948985,-27.623852,Jubilee Ave,Roxwell St,Ellen Grove,Brisbane City,4078,Inala,South Brisbane,Brisbane,SEQ South,Metropolitan,Forest Lake - Doolandella,Forest Lake - Oxley,Ipswich,Major cities,Inala,Oxley,Locally-controlled,No Roadway Feature,Give way sign,60 km/h,Sealed - Dry,Clear,Daylight
291275,Medical treatment,2016,February,Tuesday,14,Hit parked vehicle,Single Vehicle,153.093363,-27.543763,Broadwater Rd,,Mansfield,Brisbane City,4122,Holland Park,South Brisbane,Brisbane,SEQ South,Metropolitan,Wishart,Mt Gravatt,Brisbane - South,Major cities,Mansfield,Bonner,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight
291276,Hospitalisation,2016,February,Tuesday,4,Rear-end,Multi-Vehicle,153.090103,-27.570073,South East Arterial Rd,,Eight Mile Plains,Brisbane City,4113,Upper Mount Gravatt,South Brisbane,Brisbane,SEQ South,Metropolitan,Eight Mile Plains,Mt Gravatt,Brisbane - South,Major cities,Mansfield,Moreton,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight
291277,Medical treatment,2016,February,Tuesday,7,Angle,Multi-Vehicle,153.04364,-27.485701,Fisher St,Vulture St East,East Brisbane,Brisbane City,4169,Dutton Park,South Brisbane,Brisbane,SEQ South,Metropolitan,East Brisbane,Brisbane Inner - East,Brisbane Inner City,Major cities,South Brisbane,Griffith,Locally-controlled,Intersection - Cross,Give way sign,60 km/h,Sealed - Dry,Clear,Darkness - Lighted
291278,Medical treatment,2016,February,Tuesday,9,Hit pedestrian,Hit pedestrian,153.037131,-27.486707,Jurgens St,Stanley St,Woolloongabba,Brisbane City,4102,Dutton Park,South Brisbane,Brisbane,SEQ South,Metropolitan,Woolloongabba,Holland Park - Yeronga,Brisbane - South,Major cities,South Brisbane,Griffith,Locally-controlled,Intersection - T-Junction,Pedestrian operated lights,60 km/h,Sealed - Dry,Clear,Daylight
291279,Medical treatment,2016,February,Tuesday,18,Angle,Multi-Vehicle,153.165403,-27.476277,Greencamp Rd,Manly Rd,Wakerley,Brisbane City,4154,Wynnum,South Brisbane,Brisbane,SEQ South,Metropolitan,Wakerley,Wynnum - Manly,Brisbane - East,Major cities,Chatsworth,Bonner,Locally-controlled,Intersection - T-Junction,Operating traffic lights,60 km/h,Sealed - Dry,Clear,Dawn/Dusk
291282,Hospitalisation,2016,February,Tuesday,15,Rear-end,Multi-Vehicle,153.172148,-27.497389,New Cleveland Rd,,Gumdale,Brisbane City,4154,Capalaba,South Brisbane,Brisbane,SEQ South,Metropolitan,Belmont - Gumdale,Capalaba,Brisbane - East,Major cities,Chatsworth,Bonner,Locally-controlled,No Roadway Feature,No traffic control,80 - 90 km/h,Sealed - Dry,Clear,Daylight
291285,Medical treatment,2016,February,Tuesday,14,Rear-end,Multi-Vehicle,153.066891,-27.438613,Kingsford Smith Dr,,Hamilton,Brisbane City,4007,Hendra,North Brisbane,Brisbane,SEQ North,Metropolitan,Hamilton (qld),Brisbane Inner - North,Brisbane Inner City,Major cities,Clayfield,Lilley,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight
291286,Hospitalisation,2016,February,Tuesday,20,Rear-end,Multi-Vehicle,152.988469,-27.404391,Everton Park - Albany Creek Rd,,Everton Park,Brisbane City,4053,Ferny Grove,North Brisbane,Brisbane,SEQ North,Metropolitan,Everton Park,Bald Hills - Everton Park,Brisbane - North,Major cities,Everton,Brisbane,State-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Darkness - Lighted
291301,Hospitalisation,2016,February,Tuesday,20,Angle,Multi-Vehicle,153.041241,-27.648983,Logan Mwy Ramp De,,Drewvale,Brisbane City,4115,Calamvale,South Brisbane,Brisbane,SEQ South,Metropolitan,Parkinson - Drewvale,Rocklea - Acacia Ridge,Brisbane - South,Major cities,Stretton,Moreton,State-controlled,Intersection - Interchange,No traffic control,0 - 50 km/h,Sealed - Wet,Clear,Darkness - Lighted
291302,Minor injury,2016,February,Wednesday,6,Angle,Multi-Vehicle,152.9779063,-27.459542,Chiswick Rd,Simpsons Rd,Bardon,Brisbane City,4065,The Gap,North Brisbane,Brisbane,SEQ North,Metropolitan,Bardon,Brisbane Inner - West,Brisbane Inner City,Major cities,Mount Coot-tha,Brisbane,Locally-controlled,Intersection - T-Junction,Give way sign,60 km/h,Sealed - Dry,Clear,Daylight
291303,Hospitalisation,2016,February,Wednesday,8,Angle,Multi-Vehicle,152.979699,-27.452284,Coopers Camp Rd,Fletcher Pde,Bardon,Brisbane City,4065,The Gap,North Brisbane,Brisbane,SEQ North,Metropolitan,Bardon,Brisbane Inner - West,Brisbane Inner City,Major cities,Ashgrove,Brisbane,Locally-controlled,Intersection - T-Junction,Give way sign,60 km/h,Sealed - Dry,Clear,Daylight
291304,Hospitalisation,2016,February,Wednesday,17,Angle,Multi-Vehicle,153.114675,-27.508773,Scrub Rd,Winstanley St,Carindale,Brisbane City,4152,Carina,South Brisbane,Brisbane,SEQ South,Metropolitan,Carindale,Carindale,Brisbane - South,Major cities,Chatsworth,Bonner,Locally-controlled,Intersection - T-Junction,Operating traffic lights,60 km/h,Sealed - Dry,Clear,Daylight
291305,Hospitalisation,2016,February,Wednesday,8,Overturned,Single Vehicle,152.9847976,-27.47906484,Miskin St,,Toowong,Brisbane City,4066,Indooroopilly,North Brisbane,Brisbane,SEQ North,Metropolitan,Toowong,Brisbane Inner - West,Brisbane Inner City,Major cities,Mount Coot-tha,Ryan,Locally-controlled,No Roadway Feature,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Daylight
291306,Medical treatment,2016,February,Wednesday,8,Rear-end,Multi-Vehicle,152.9757508,-27.56706795,Cunningham Arterial Rd,,Oxley,Brisbane City,4075,Mount Ommaney,South Brisbane,Brisbane,SEQ South,Metropolitan,Oxley (qld),Forest Lake - Oxley,Ipswich,Major cities,Mount Ommaney,Oxley,State-controlled,No Roadway Feature,No traffic control,80 - 90 km/h,Sealed - Dry,Clear,Daylight
291307,Medical treatment,2016,February,Wednesday,8,Rear-end,Multi-Vehicle,153.0357905,-27.49716349,O'Keefe St,,Woolloongabba,Brisbane City,4102,Dutton Park,South Brisbane,Brisbane,SEQ South,Metropolitan,Woolloongabba,Holland Park - Yeronga,Brisbane - South,Major cities,South Brisbane,Griffith,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight
291308,Medical treatment,2016,February,Wednesday,18,Rear-end,Multi-Vehicle,153.0387202,-27.49680378,South East Arterial Rd,,Woolloongabba,Brisbane City,4102,Dutton Park,South Brisbane,Brisbane,SEQ South,Metropolitan,Woolloongabba,Holland Park - Yeronga,Brisbane - South,Major cities,South Brisbane,Griffith,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Darkness - Lighted
291309,Medical treatment,2016,February,Wednesday,17,Angle,Multi-Vehicle,153.117599,-27.47993096,Gateway Arterial Rd,,Tingalpa,Brisbane City,4173,Morningside,South Brisbane,Brisbane,SEQ South,Metropolitan,Tingalpa,Wynnum - Manly,Brisbane - East,Major cities,Chatsworth,Bonner,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight
291310,Hospitalisation,2016,February,Wednesday,6,Hit object,Single Vehicle,153.060146,-27.348658,Roscommon Rd,Sandgate Sub-Arterial Rd,Boondall,Brisbane City,4034,Boondall,North Brisbane,Brisbane,SEQ North,Metropolitan,Boondall,Nundah,Brisbane - North,Major cities,Nudgee,Lilley,State-controlled,Intersection - Cross,Operating traffic lights,60 km/h,Sealed - Dry,Clear,Daylight
291316,Hospitalisation,2016,February,Wednesday,9,Sideswipe,Multi-Vehicle,153.034158,-27.412851,Airport Link On Ramp,,Kedron,Brisbane City,4031,Hendra,North Brisbane,Brisbane,SEQ North,Metropolitan,Kedron - Gordon Park,Chermside,Brisbane - North,Major cities,Clayfield,Lilley,State-controlled,Merge Lane,No traffic control,60 km/h,Sealed - Dry,Clear,Darkness - Lighted
291332,Medical treatment,2016,February,Wednesday,6,Head-on,Multi-Vehicle,153.03214,-27.60859,Dalmeny St,,Algester,Brisbane City,4115,Calamvale,South Brisbane,Brisbane,SEQ South,Metropolitan,Algester,Rocklea - Acacia Ridge,Brisbane - South,Major cities,Algester,Oxley,Locally-controlled,No Roadway Feature,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Dawn/Dusk
291333,Hospitalisation,2016,February,Wednesday,15,Hit pedestrian,Hit pedestrian,153.045146,-27.637081,Mt Lindesay Art. Rd,,Calamvale,Brisbane City,4116,Calamvale,South Brisbane,Brisbane,SEQ South,Metropolitan,Calamvale - Stretton,Rocklea - Acacia Ridge,Brisbane - South,Major cities,Algester,Moreton,State-controlled,No Roadway Feature,No traffic control,80 - 90 km/h,Sealed - Dry,Clear,Daylight
291334,Medical treatment,2016,February,Thursday,8,Rear-end,Multi-Vehicle,153.023501,-27.458145,Gregory Tce,,Spring Hill,Brisbane City,4000,Brisbane City,North Brisbane,Brisbane,SEQ North,Metropolitan,Spring Hill,Brisbane Inner,Brisbane Inner City,Major cities,Brisbane Central,Brisbane,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight
291335,Hospitalisation,2016,February,Thursday,8,Rear-end,Multi-Vehicle,153.069047,-27.47254,Waminda St,,Morningside,Brisbane City,4170,Morningside,South Brisbane,Brisbane,SEQ South,Metropolitan,Morningside - Seven Hills,Brisbane Inner - East,Brisbane Inner City,Major cities,Bulimba,Griffith,Locally-controlled,No Roadway Feature,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Daylight
291336,Hospitalisation,2016,February,Thursday,7,Hit pedestrian,Hit pedestrian,153.068505,-27.318916,Brighton Rd,Fourth Ave,Sandgate,Brisbane City,4017,Sandgate,North Brisbane,Brisbane,SEQ North,Metropolitan,Sandgate - Shorncliffe,Sandgate,Brisbane - North,Major cities,Sandgate,Lilley,Locally-controlled,Intersection - T-Junction,Pedestrian crossing sign,0 - 50 km/h,Sealed - Dry,Clear,Daylight
291337,Medical treatment,2016,February,Thursday,13,Sideswipe,Multi-Vehicle,153.061323,-27.571581,Mccullough St,,Sunnybank,Brisbane City,4109,Upper Mount Gravatt,South Brisbane,Brisbane,SEQ South,Metropolitan,Sunnybank,Sunnybank,Brisbane - South,Major cities,Sunnybank,Moreton,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight
291338,Medical treatment,2016,February,Thursday,7,Rear-end,Multi-Vehicle,153.105076,-27.578624,Gateway Arterial Rd,,Rochedale,Brisbane City,4123,Upper Mount Gravatt,South Brisbane,Brisbane,SEQ South,Metropolitan,Rochedale - Burbank,Mt Gravatt,Brisbane - South,Major cities,Mansfield,Bonner,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight
291339,Hospitalisation,2016,February,Thursday,17,Rear-end,Multi-Vehicle,153.128377,-27.480405,Belmont Rd,Isobel St,Tingalpa,Brisbane City,4173,Wynnum,South Brisbane,Brisbane,SEQ South,Metropolitan,Tingalpa,Wynnum - Manly,Brisbane - East,Major cities,Chatsworth,Bonner,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Smoke/Dust,Dawn/Dusk
291340,Hospitalisation,2016,February,Thursday,5,Angle,Multi-Vehicle,153.041195,-27.354335,Battersby St,Birdwood St,Zillmere,Brisbane City,4034,Boondall,North Brisbane,Brisbane,SEQ North,Metropolitan,Zillmere,Sandgate,Brisbane - North,Major cities,Nudgee,Lilley,Locally-controlled,Intersection - Cross,Give way sign,0 - 50 km/h,Sealed - Dry,Clear,Daylight
291341,Hospitalisation,2016,February,Thursday,15,Rear-end,Multi-Vehicle,153.038226,-27.38699,Hamilton Rd,,Chermside,Brisbane City,4032,Boondall,North Brisbane,Brisbane,SEQ North,Metropolitan,Chermside,Chermside,Brisbane - North,Major cities,Nudgee,Lilley,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight
291342,Medical treatment,2016,February,Thursday,17,Rear-end,Multi-Vehicle,153.044948,-27.388009,Hamilton Rd,,Wavell Heights,Brisbane City,4012,Hendra,North Brisbane,Brisbane,SEQ North,Metropolitan,Wavell Heights,Chermside,Brisbane - North,Major cities,Nudgee,Lilley,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight
291354,Minor injury,2016,February,Friday,4,Hit object,Single Vehicle,152.980968,-27.447867,Myagah Rd,Waterworks Rd,Ashgrove,Brisbane City,4060,The Gap,North Brisbane,Brisbane,SEQ North,Metropolitan,Ashgrove,Brisbane Inner - West,Brisbane Inner City,Major cities,Ashgrove,Brisbane,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Raining,Dawn/Dusk
291355,Medical treatment,2016,February,Friday,12,Rear-end,Multi-Vehicle,153.0449772,-27.49869209,Old Cleveland Rd,,Greenslopes,Brisbane City,4120,Coorparoo,South Brisbane,Brisbane,SEQ South,Metropolitan,Greenslopes,Holland Park - Yeronga,Brisbane - South,Major cities,South Brisbane,Griffith,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight
291356,Medical treatment,2016,February,Friday,22,Hit pedestrian,Hit pedestrian,153.0354415,-27.45880405,Brunswick St,,Fortitude Valley,Brisbane City,4006,Fortitude Valley,North Brisbane,Brisbane,SEQ North,Metropolitan,Fortitude Valley,Brisbane Inner,Brisbane Inner City,Major cities,Brisbane Central,Brisbane,Locally-controlled,No Roadway Feature,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Darkness - Lighted
291357,Hospitalisation,2016,February,Friday,8,Hit object,Single Vehicle,153.0372511,-27.45752025,Mclachlan St,,Fortitude Valley,Brisbane City,4006,Fortitude Valley,North Brisbane,Brisbane,SEQ North,Metropolitan,Fortitude Valley,Brisbane Inner,Brisbane Inner City,Major cities,Brisbane Central,Brisbane,Locally-controlled,No Roadway Feature,No traffic control,0 - 50 km/h,Sealed - Dry,Raining,Daylight
291358,Hospitalisation,2016,February,Friday,15,Rear-end,Multi-Vehicle,152.9855439,-27.47510221,Western Arterial Rd,,Toowong,Brisbane City,4066,Indooroopilly,North Brisbane,Brisbane,SEQ North,Metropolitan,Toowong,Brisbane Inner - West,Brisbane Inner City,Major cities,Mount Coot-tha,Ryan,State-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight
291359,Hospitalisation,2016,February,Friday,22,Fall from vehicle,Single Vehicle,153.019206,-27.544419,Gladstone St,,Moorooka,Brisbane City,4105,Moorooka,South Brisbane,Brisbane,SEQ South,Metropolitan,Moorooka,Nathan,Brisbane - South,Major cities,Yeerongpilly,Moreton,Locally-controlled,No Roadway Feature,No traffic control,0 - 50 km/h,Sealed - Wet,Raining,Darkness - Not lighted
291360,Medical treatment,2016,February,Friday,12,Rear-end,Multi-Vehicle,153.026542,-27.483336,Stanley St,,South Brisbane,Brisbane City,4101,Dutton Park,South Brisbane,Brisbane,SEQ South,Metropolitan,South Brisbane,Brisbane Inner,Brisbane Inner City,Major cities,South Brisbane,Griffith,State-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight
291361,Medical treatment,2016,February,Friday,15,Angle,Multi-Vehicle,153.170383,-27.446128,Andrew St,Ronald St,Wynnum,Brisbane City,4178,Wynnum,South Brisbane,Brisbane,SEQ South,Metropolitan,Wynnum,Wynnum - Manly,Brisbane - East,Major cities,Lytton,Bonner,Locally-controlled,Intersection - Cross,Give way sign,0 - 50 km/h,Sealed - Dry,Clear,Daylight
291362,Hospitalisation,2016,February,Friday,17,Fall from vehicle,Single Vehicle,153.031334,-27.390572,Abarth St,Gympie Arterial Rd,Chermside,Brisbane City,4032,Boondall,North Brisbane,Brisbane,SEQ North,Metropolitan,Chermside,Chermside,Brisbane - North,Major cities,Stafford,Lilley,State-controlled,Intersection - T-Junction,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight
291382,Hospitalisation,2016,February,Saturday,2,Hit object,Single Vehicle,153.075356,-27.605274,Nemies Rd,,Runcorn,Brisbane City,4113,Acacia Ridge,South Brisbane,Brisbane,SEQ South,Metropolitan,Runcorn,Sunnybank,Brisbane - South,Major cities,Stretton,Moreton,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Wet,Clear,Darkness - Lighted
291383,Hospitalisation,2016,February,Saturday,20,Hit object,Single Vehicle,153.007059,-27.599356,Gooderham Rd,,Willawong,Brisbane City,4110,Inala,South Brisbane,Brisbane,SEQ South,Metropolitan,Pallara - Willawong,Rocklea - Acacia Ridge,Brisbane - South,Major cities,Algester,Oxley,Locally-controlled,No Roadway Feature,No traffic control,80 - 90 km/h,Sealed - Dry,Clear,Darkness - Not lighted
291384,Medical treatment,2016,February,Saturday,16,Rear-end,Multi-Vehicle,153.064428,-27.467227,Forbes St,Riding Rd,Hawthorne,Brisbane City,4171,Morningside,South Brisbane,Brisbane,SEQ South,Metropolitan,Hawthorne,Brisbane Inner - East,Brisbane Inner City,Major cities,Bulimba,Griffith,Locally-controlled,Intersection - T-Junction,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight
291385,Hospitalisation,2016,February,Saturday,8,Rear-end,Multi-Vehicle,153.053969,-27.328752,Depot Rd,,Deagon,Brisbane City,4017,Sandgate,North Brisbane,Brisbane,SEQ North,Metropolitan,Deagon,Sandgate,Brisbane - North,Major cities,Sandgate,Lilley,Locally-controlled,Intersection - T-Junction,Operating traffic lights,0 - 50 km/h,Sealed - Dry,Clear,Daylight
291386,Hospitalisation,2016,February,Saturday,4,Hit object,Single Vehicle,153.035863,-27.476296,Clem 7,,Kangaroo Point,Brisbane City,4169,Dutton Park,South Brisbane,Brisbane,SEQ South,Metropolitan,Kangaroo Point,Brisbane Inner,Brisbane Inner City,Major cities,South Brisbane,Griffith,Locally-controlled,Intersection - Interchange,No traffic control,60 km/h,Sealed - Dry,Clear,Darkness - Lighted
291411,Hospitalisation,2016,February,Saturday,12,Hit object,Single Vehicle,153.040271,-27.648121,Logan Mwy Ramp Da,,Parkinson,Brisbane City,4115,Calamvale,South Brisbane,Brisbane,SEQ South,Metropolitan,Parkinson - Drewvale,Rocklea - Acacia Ridge,Brisbane - South,Major cities,Algester,Oxley,State-controlled,Intersection - Interchange,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight
291412,Medical treatment,2016,February,Sunday,18,Angle,Multi-Vehicle,153.0387,-27.504069,Duke St,Juliette St,Annerley,Brisbane City,4103,Annerley,South Brisbane,Brisbane,SEQ South,Metropolitan,Annerley,Holland Park - Yeronga,Brisbane - South,Major cities,South Brisbane,Griffith,State-controlled,Intersection - Cross,Operating traffic lights,60 km/h,Sealed - Dry,Clear,Dawn/Dusk
291413,Minor injury,2016,February,Sunday,9,Angle,Multi-Vehicle,153.025803,-27.474541,Margaret St,William St,Brisbane City,Brisbane City,4000,Brisbane City,North Brisbane,Brisbane,SEQ North,Metropolitan,Brisbane City,Brisbane Inner,Brisbane Inner City,Major cities,Brisbane Central,Brisbane,State-controlled,Intersection - Cross,Operating traffic lights,0 - 50 km/h,Sealed - Dry,Clear,Daylight
291414,Medical treatment,2016,February,Sunday,17,Rear-end,Multi-Vehicle,153.000917,-27.450829,Lintern St,Waterworks Rd,Red Hill,Brisbane City,4059,Brisbane City,North Brisbane,Brisbane,SEQ North,Metropolitan,Red Hill (qld),Brisbane Inner - West,Brisbane Inner City,Major cities,Mount Coot-tha,Brisbane,Locally-controlled,Intersection - T-Junction,Operating traffic lights,60 km/h,Sealed - Dry,Clear,Daylight
291415,Minor injury,2016,February,Sunday,13,Rear-end,Multi-Vehicle,153.067414,-27.52466,Boronia Ave,Logan Rd,Holland Park West,Brisbane City,4121,Holland Park,South Brisbane,Brisbane,SEQ South,Metropolitan,Holland Park,Holland Park - Yeronga,Brisbane - South,Major cities,Greenslopes,Griffith,Locally-controlled,Intersection - T-Junction,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight
291416,Medical treatment,2016,February,Sunday,17,Rear-end,Multi-Vehicle,153.181584,-27.457958,Ernest St,Mountjoy Tce,Manly,Brisbane City,4179,Wynnum,South Brisbane,Brisbane,SEQ South,Metropolitan,Manly - Lota,Wynnum - Manly,Brisbane - East,Major cities,Lytton,Bonner,Locally-controlled,Intersection - T-Junction,Operating traffic lights,0 - 50 km/h,Sealed - Dry,Clear,Dawn/Dusk
291423,Minor injury,2016,February,Sunday,17,Angle,Multi-Vehicle,153.125391,-27.503008,Cleveland Sub-Arterial Rd,Gateway Art Rd Ramp Vf,Belmont,Brisbane City,4152,Capalaba,South Brisbane,Brisbane,SEQ South,Metropolitan,Belmont - Gumdale,Capalaba,Brisbane - East,Major cities,Chatsworth,Bonner,State-controlled,Intersection - Cross,Operating traffic lights,60 km/h,Sealed - Dry,Clear,Daylight
291446,Medical treatment,2016,February,Monday,16,Rear-end,Multi-Vehicle,153.063478,-27.5892,Beenleigh Rd,,Sunnybank,Brisbane City,4109,Upper Mount Gravatt,South Brisbane,Brisbane,SEQ South,Metropolitan,Sunnybank,Sunnybank,Brisbane - South,Major cities,Sunnybank,Moreton,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight
291447,Medical treatment,2016,February,Monday,15,Rear-end,Multi-Vehicle,152.953547,-27.508434,Bredden St,Moggill Sub-Arterial Rd,Chapel Hill,Brisbane City,4069,Indooroopilly,North Brisbane,Brisbane,SEQ North,Metropolitan,Chapel Hill,Kenmore - Brookfield - Moggill,Brisbane - West,Major cities,Moggill,Ryan,State-controlled,Intersection - T-Junction,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight
291448,Hospitalisation,2016,February,Monday,7,Angle,Multi-Vehicle,152.9820997,-27.53735355,Martindale St,Oxley Rd,Corinda,Brisbane City,4075,Sherwood,South Brisbane,Brisbane,SEQ South,Metropolitan,Corinda,Sherwood - Indooroopilly,Brisbane - West,Major cities,Indooroopilly,Oxley,Locally-controlled,Intersection - T-Junction,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight
291449,Medical treatment,2016,February,Monday,15,Angle,Multi-Vehicle,153.063697,-27.573795,Elva St,Mains Rd,Sunnybank,Brisbane City,4109,Upper Mount Gravatt,South Brisbane,Brisbane,SEQ South,Metropolitan,Sunnybank,Sunnybank,Brisbane - South,Major cities,Sunnybank,Moreton,Locally-controlled,Intersection - T-Junction,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight
291450,Hospitalisation,2016,February,Monday,15,Head-on,Multi-Vehicle,153.039587,-27.498231,South East Arterial Rd,,Woolloongabba,Brisbane City,4102,Coorparoo,South Brisbane,Brisbane,SEQ South,Metropolitan,Woolloongabba,Holland Park - Yeronga,Brisbane - South,Major cities,South Brisbane,Griffith,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight
291474,Medical treatment,2016,February,Monday,9,Angle,Multi-Vehicle,153.057555,-27.616186,Chateau St,Monsour St,Calamvale,Brisbane City,4116,Calamvale,South Brisbane,Brisbane,SEQ South,Metropolitan,Calamvale - Stretton,Rocklea - Acacia Ridge,Brisbane - South,Major cities,Stretton,Moreton,Locally-controlled,Intersection - T-Junction,Give way sign,0 - 50 km/h,Sealed - Dry,Clear,Daylight
291476,Medical treatment,2016,February,Tuesday,12,Rear-end,Multi-Vehicle,153.041713,-27.598349,Grant Dr,Hellawell Rd,Sunnybank Hills,Brisbane City,4109,Acacia Ridge,South Brisbane,Brisbane,SEQ South,Metropolitan,Sunnybank Hills,Sunnybank,Brisbane - South,Major cities,Sunnybank,Moreton,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight
