Crash_Ref_Number,Crash_Severity,Crash_Year,Crash_Month,Crash_Day_Of_Week,Crash_Hour,Crash_Nature,Crash_Type,Crash_Longitude_GDA94,Crash_Latitude_GDA94,Crash_Street,Crash_Street_Intersecting,Loc_Suburb,Loc_Local_Government_Area,Loc_Post_Code,Loc_Police_Division,Loc_Police_District,Loc_Police_Region,Loc_Queensland_Transport_Region,Loc_Main_Roads_Region,Loc_ABS_Statistical_Area_2,Loc_ABS_Statistical_Area_3,Loc_ABS_Statistical_Area_4,Loc_ABS_Remoteness,Loc_State_Electorate,Loc_Federal_Electorate,Crash_Controlling_Authority,Crash_Roadway_Feature,Crash_Traffic_Control,Crash_Speed_Limit,Crash_Road_Surface_Condition,Crash_Atmospheric_Condition,Crash_Lighting_Condition
300503,Medical treatment,2016,November,Wednesday,15,Rear-end,Multi-Vehicle,153.044311,-27.453678,Commercial Rd,Masters St,Teneriffe,Brisbane City,4006,Fortitude Valley,North Brisbane,Brisbane,SEQ North,Metropolitan,Newstead - Bowen Hills,Brisbane Inner - North,Brisbane Inner City,Major cities,Brisbane Central,Brisbane,Locally-controlled,No Roadway Feature,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Daylight
300504,Medical treatment,2016,November,Wednesday,7,Angle,Multi-Vehicle,153.030365,-27.45193,Anderson St,Gregory Tce,Bowen Hills,Brisbane City,4006,Fortitude Valley,North Brisbane,Brisbane,SEQ North,Metropolitan,Fortitude Valley,Brisbane Inner,Brisbane Inner City,Major cities,Brisbane Central,Brisbane,Locally-controlled,Intersection - T-Junction,Stop sign,60 km/h,Sealed - Dry,Clear,Daylight
300505,Hospitalisation,2016,November,Wednesday,5,Angle,Multi-Vehicle,153.0473461,-27.45134544,Skyring Tce,,Teneriffe,Brisbane City,4006,Fortitude Valley,North Brisbane,Brisbane,SEQ North,Metropolitan,Newstead - Bowen Hills,Brisbane Inner - North,Brisbane Inner City,Major cities,Brisbane Central,Brisbane,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight
300506,Minor injury,2016,November,Wednesday,8,Rear-end,Multi-Vehicle,153.0713095,-27.52906185,Logan Rd,,Holland Park West,Brisbane City,4121,Holland Park,South Brisbane,Brisbane,SEQ South,Metropolitan,Holland Park West,Holland Park - Yeronga,Brisbane - South,Major cities,Greenslopes,Bonner,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight
300507,Hospitalisation,2016,November,Wednesday,19,Sideswipe,Multi-Vehicle,153.015283,-27.53441,Gainsborough St,Ipswich Rd,Moorooka,Brisbane City,4105,Moorooka,South Brisbane,Brisbane,SEQ South,Metropolitan,Moorooka,Nathan,Brisbane - South,Major cities,Yeerongpilly,Moreton,Locally-controlled,Intersection - T-Junction,No traffic control,60 km/h,Sealed - Dry,Clear,Darkness - Lighted
300508,Hospitalisation,2016,November,Wednesday,6,Angle,Multi-Vehicle,153.062195,-27.483091,Adina St,Crown St,Norman Park,Brisbane City,4170,Morningside,South Brisbane,Brisbane,SEQ South,Metropolitan,Norman Park,Brisbane Inner - East,Brisbane Inner City,Major cities,Greenslopes,Griffith,Locally-controlled,Intersection - Cross,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight
300509,Medical treatment,2016,November,Wednesday,10,Angle,Multi-Vehicle,153.063508,-27.471872,Bennetts Rd,Wynnum Rd,Norman Park,Brisbane City,4170,Morningside,South Brisbane,Brisbane,SEQ South,Metropolitan,Morningside - Seven Hills,Brisbane Inner - East,Brisbane Inner City,Major cities,Bulimba,Griffith,Locally-controlled,Intersection - T-Junction,Operating traffic lights,60 km/h,Sealed - Dry,Clear,Daylight
300510,Medical treatment,2016,November,Wednesday,16,Rear-end,Multi-Vehicle,153.119305,-27.482195,Gateway Arterial Rd,,Tingalpa,Brisbane City,4173,Wynnum,South Brisbane,Brisbane,SEQ South,Metropolitan,Belmont - Gumdale,Capalaba,Brisbane - East,Major cities,Chatsworth,Bonner,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight
300511,Hospitalisation,2016,November,Wednesday,4,Hit object,Single Vehicle,153.042431,-27.360074,Halcomb St,Zillmere Rd,Zillmere,Brisbane City,4034,Boondall,North Brisbane,Brisbane,SEQ North,Metropolitan,Zillmere,Sandgate,Brisbane - North,Major cities,Nudgee,Lilley,Locally-controlled,Intersection - T-Junction,No traffic control,60 km/h,Sealed - Dry,Clear,Dawn/Dusk
300519,Medical treatment,2016,November,Wednesday,8,Rear-end,Multi-Vehicle,153.071679,-27.431903,Lancaster Rd,Nudgee Rd,Ascot,Brisbane City,4007,Hendra,North Brisbane,Brisbane,SEQ North,Metropolitan,Ascot,Brisbane Inner - North,Brisbane Inner City,Major cities,Clayfield,Lilley,Locally-controlled,Intersection - T-Junction,Operating traffic lights,0 - 50 km/h,Sealed - Dry,Clear,Daylight
300520,Medical treatment,2016,November,Wednesday,7,Angle,Multi-Vehicle,153.029265,-27.44243,Northey St,Victoria St,Windsor,Brisbane City,4030,Stafford,North Brisbane,Brisbane,SEQ North,Metropolitan,Windsor,Brisbane Inner - North,Brisbane Inner City,Major cities,Brisbane Central,Brisbane,Locally-controlled,Intersection - Cross,Give way sign,60 km/h,Sealed - Dry,Clear,Daylight
300521,Medical treatment,2016,November,Wednesday,10,Fall from vehicle,Single Vehicle,152.984202,-27.416647,Dunkirk St,Lade St,Gaythorne,Brisbane City,4051,Ferny Grove,North Brisbane,Brisbane,SEQ North,Metropolitan,Enoggera,The Gap - Enoggera,Brisbane - West,Major cities,Everton,Brisbane,Locally-controlled,Intersection - T-Junction,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Daylight
300522,Medical treatment,2016,November,Wednesday,13,Rear-end,Multi-Vehicle,152.990254,-27.425378,Lloyd St,Western Arterial Rd,Enoggera,Brisbane City,4051,Ferny Grove,North Brisbane,Brisbane,SEQ North,Metropolitan,Enoggera,The Gap - Enoggera,Brisbane - West,Major cities,Ashgrove,Brisbane,State-controlled,Intersection - Cross,Operating traffic lights,60 km/h,Sealed - Dry,Clear,Daylight
300547,Medical treatment,2016,November,Thursday,10,Angle,Multi-Vehicle,153.058141,-27.505453,Chatsworth Rd,Lade St,Coorparoo,Brisbane City,4151,Coorparoo,South Brisbane,Brisbane,SEQ South,Metropolitan,Coorparoo,Holland Park - Yeronga,Brisbane - South,Major cities,Greenslopes,Griffith,Locally-controlled,Intersection - T-Junction,Give way sign,60 km/h,Sealed - Dry,Clear,Daylight
300548,Hospitalisation,2016,November,Thursday,13,Hit object,Single Vehicle,153.0320643,-27.45838369,Gipps St,,Fortitude Valley,Brisbane City,4006,Fortitude Valley,North Brisbane,Brisbane,SEQ North,Metropolitan,Fortitude Valley,Brisbane Inner,Brisbane Inner City,Major cities,Brisbane Central,Brisbane,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight
300549,Minor injury,2016,November,Thursday,11,Rear-end,Multi-Vehicle,153.033555,-27.454077,St Pauls Tce,,Fortitude Valley,Brisbane City,4006,Fortitude Valley,North Brisbane,Brisbane,SEQ North,Metropolitan,Fortitude Valley,Brisbane Inner,Brisbane Inner City,Major cities,Brisbane Central,Brisbane,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight
300550,Hospitalisation,2016,November,Thursday,13,Fall from vehicle,Single Vehicle,153.05794,-27.532758,South East Arterial Rd,,Holland Park West,Brisbane City,4121,Holland Park,South Brisbane,Brisbane,SEQ South,Metropolitan,Holland Park West,Holland Park - Yeronga,Brisbane - South,Major cities,Greenslopes,Bonner,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight
300551,Minor injury,2016,November,Thursday,17,Sideswipe,Multi-Vehicle,153.0115209,-27.54179934,Fairfield Rd,,Rocklea,Brisbane City,4106,Sherwood,South Brisbane,Brisbane,SEQ South,Metropolitan,Rocklea - Acacia Ridge,Rocklea - Acacia Ridge,Brisbane - South,Major cities,Yeerongpilly,Moreton,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight
300552,Hospitalisation,2016,November,Thursday,21,Head-on,Multi-Vehicle,153.109064,-27.463732,Goodman Pl,,Murarrie,Brisbane City,4172,Morningside,South Brisbane,Brisbane,SEQ South,Metropolitan,Murarrie,Wynnum - Manly,Brisbane - East,Major cities,Bulimba,Bonner,Locally-controlled,No Roadway Feature,No traffic control,0 - 50 km/h,Sealed - Wet,Clear,Darkness - Not lighted
300553,Hospitalisation,2016,November,Thursday,20,Rear-end,Multi-Vehicle,153.118807,-27.538324,Gateway Arterial Rd,,Mackenzie,Brisbane City,4156,Holland Park,South Brisbane,Brisbane,SEQ South,Metropolitan,Mansfield (qld),Mt Gravatt,Brisbane - South,Major cities,Mansfield,Bonner,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Darkness - Lighted
300554,Hospitalisation,2016,November,Thursday,15,Angle,Multi-Vehicle,153.038251,-27.497364,Carl St,O'Keefe St,Woolloongabba,Brisbane City,4102,Dutton Park,South Brisbane,Brisbane,SEQ South,Metropolitan,Woolloongabba,Holland Park - Yeronga,Brisbane - South,Major cities,South Brisbane,Griffith,State-controlled,Intersection - T-Junction,Stop sign,60 km/h,Sealed - Dry,Clear,Daylight
300568,Medical treatment,2016,November,Thursday,5,Sideswipe,Multi-Vehicle,153.080374,-27.423528,Gateway Arterial Rd,,Hendra,Brisbane City,4009,Hendra,North Brisbane,Brisbane,SEQ North,Metropolitan,Brisbane Airport,Nundah,Brisbane - North,Major cities,Clayfield,Lilley,State-controlled,No Roadway Feature,No traffic control,80 - 90 km/h,Sealed - Wet,Clear,Dawn/Dusk
300590,Medical treatment,2016,November,Thursday,16,Rear-end,Multi-Vehicle,152.97925,-27.56655,Cunningham Arterial Rd,,Oxley,Brisbane City,4075,Mount Ommaney,South Brisbane,Brisbane,SEQ South,Metropolitan,Oxley (qld),Forest Lake - Oxley,Ipswich,Major cities,Inala,Oxley,State-controlled,No Roadway Feature,No traffic control,80 - 90 km/h,Sealed - Dry,Clear,Daylight
300591,Medical treatment,2016,November,Friday,14,Angle,Multi-Vehicle,153.042757,-27.597981,Hellawell Rd,,Sunnybank Hills,Brisbane City,4109,Acacia Ridge,South Brisbane,Brisbane,SEQ South,Metropolitan,Sunnybank Hills,Sunnybank,Brisbane - South,Major cities,Stretton,Moreton,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight
300592,Hospitalisation,2016,November,Friday,12,Hit object,Single Vehicle,152.924497,-27.434781,Mount Nebo Rd,,Enoggera Reservoir,Brisbane City,4520,The Gap,North Brisbane,Brisbane,SEQ North,Metropolitan,Enoggera Reservoir,The Gap - Enoggera,Brisbane - West,Inner regional,Ashgrove,Ryan,Locally-controlled,No Roadway Feature,No traffic control,70 km/h,Sealed - Dry,Clear,Daylight
300593,Hospitalisation,2016,November,Friday,16,Angle,Multi-Vehicle,153.1028369,-27.49150103,Meadowlands Rd,,Carina,Brisbane City,4152,Carina,South Brisbane,Brisbane,SEQ South,Metropolitan,Carina,Carindale,Brisbane - South,Major cities,Bulimba,Bonner,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight
300594,Hospitalisation,2016,November,Friday,8,Angle,Multi-Vehicle,153.012786,-27.45871,Hale St,Musgrave Rd,Petrie Terrace,Brisbane City,4059,Brisbane City,North Brisbane,Brisbane,SEQ North,Metropolitan,Red Hill (qld),Brisbane Inner - West,Brisbane Inner City,Major cities,Mount Coot-tha,Brisbane,Locally-controlled,Intersection - Interchange,Operating traffic lights,60 km/h,Sealed - Dry,Clear,Daylight
300595,Medical treatment,2016,November,Friday,17,Angle,Multi-Vehicle,153.0200353,-27.52838781,Ipswich Rd,,Moorooka,Brisbane City,4105,Moorooka,South Brisbane,Brisbane,SEQ South,Metropolitan,Moorooka,Nathan,Brisbane - South,Major cities,Yeerongpilly,Moreton,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight
300596,Hospitalisation,2016,November,Friday,15,Hit object,Single Vehicle,153.096293,-27.478085,Creek Rd,,Cannon Hill,Brisbane City,4170,Carina,South Brisbane,Brisbane,SEQ South,Metropolitan,Cannon Hill,Carindale,Brisbane - South,Major cities,Bulimba,Bonner,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight
300597,Medical treatment,2016,November,Friday,6,Rear-end,Multi-Vehicle,153.062578,-27.452185,Riding Rd,,Balmoral,Brisbane City,4171,Morningside,South Brisbane,Brisbane,SEQ South,Metropolitan,Balmoral,Brisbane Inner - East,Brisbane Inner City,Major cities,Bulimba,Griffith,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight
300598,Medical treatment,2016,November,Friday,15,Hit parked vehicle,Single Vehicle,153.047608,-27.314483,Gateway Arterial Rd,,Sandgate,Brisbane City,4017,Sandgate,North Brisbane,Brisbane,SEQ North,Metropolitan,Bracken Ridge,Sandgate,Brisbane - North,Major cities,Sandgate,Petrie,State-controlled,No Roadway Feature,No traffic control,80 - 90 km/h,Sealed - Dry,Clear,Daylight
300599,Hospitalisation,2016,November,Friday,9,Hit object,Single Vehicle,153.010875,-27.542711,Medway St,,Rocklea,Brisbane City,4106,Sherwood,South Brisbane,Brisbane,SEQ South,Metropolitan,Rocklea - Acacia Ridge,Rocklea - Acacia Ridge,Brisbane - South,Major cities,Yeerongpilly,Moreton,Locally-controlled,No Roadway Feature,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Daylight
300600,Medical treatment,2016,November,Friday,19,Sideswipe,Multi-Vehicle,153.005711,-27.557659,Cunningham Arterial Rd,Ipswich Mwy,Rocklea,Brisbane City,4106,Moorooka,South Brisbane,Brisbane,SEQ South,Metropolitan,Rocklea - Acacia Ridge,Rocklea - Acacia Ridge,Brisbane - South,Major cities,Sunnybank,Moreton,State-controlled,Intersection - Interchange,No traffic control,80 - 90 km/h,Sealed - Dry,Clear,Darkness - Lighted
300601,Hospitalisation,2016,November,Friday,17,Sideswipe,Multi-Vehicle,153.035659,-27.4755228,Main St,,Kangaroo Point,Brisbane City,4169,Dutton Park,South Brisbane,Brisbane,SEQ South,Metropolitan,Kangaroo Point,Brisbane Inner,Brisbane Inner City,Major cities,South Brisbane,Griffith,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight
300609,Medical treatment,2016,November,Friday,7,Rear-end,Multi-Vehicle,153.047416,-27.428204,Highlands St,Sandgate Rd,Albion,Brisbane City,4010,Hendra,North Brisbane,Brisbane,SEQ North,Metropolitan,Albion,Brisbane Inner - North,Brisbane Inner City,Major cities,Clayfield,Lilley,Locally-controlled,Intersection - T-Junction,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight
300610,Hospitalisation,2016,November,Friday,16,Rear-end,Multi-Vehicle,152.9624046,-27.40932691,Dawson Pde,,Keperra,Brisbane City,4054,Ferny Grove,North Brisbane,Brisbane,SEQ North,Metropolitan,Keperra,The Gap - Enoggera,Brisbane - West,Major cities,Everton,Brisbane,Locally-controlled,No Roadway Feature,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Daylight
300628,Minor injury,2016,November,Friday,19,Sideswipe,Multi-Vehicle,152.9076404,-27.558658,Juba St,,Riverhills,Brisbane City,4074,Mount Ommaney,South Brisbane,Brisbane,SEQ South,Metropolitan,Riverhills,Centenary,Brisbane - West,Major cities,Mount Ommaney,Ryan,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Darkness - Lighted
300629,Hospitalisation,2016,November,Friday,13,Sideswipe,Multi-Vehicle,152.933185,-27.582708,Cunningham Arterial Rd,,Wacol,Brisbane City,4076,Mount Ommaney,South Brisbane,Brisbane,SEQ South,Metropolitan,Wacol,Forest Lake - Oxley,Ipswich,Major cities,Inala,Oxley,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight
300630,Medical treatment,2016,November,Saturday,20,Hit pedestrian,Hit pedestrian,153.056275,-27.591413,Ravenala St,Wynne St,Sunnybank Hills,Brisbane City,4109,Acacia Ridge,South Brisbane,Brisbane,SEQ South,Metropolitan,Sunnybank Hills,Sunnybank,Brisbane - South,Major cities,Sunnybank,Moreton,Locally-controlled,Intersection - T-Junction,Give way sign,60 km/h,Sealed - Dry,Clear,Darkness - Lighted
300631,Hospitalisation,2016,November,Saturday,22,Hit object,Single Vehicle,152.964922,-27.595716,Poinciana St,,Inala,Brisbane City,4077,Inala,South Brisbane,Brisbane,SEQ South,Metropolitan,Inala - Richlands,Forest Lake - Oxley,Ipswich,Major cities,Inala,Oxley,Locally-controlled,No Roadway Feature,No traffic control,0 - 50 km/h,Sealed - Wet,Clear,Darkness - Lighted
300632,Hospitalisation,2016,November,Saturday,13,Sideswipe,Multi-Vehicle,153.013854,-27.42222,Chermside St,Raymont Rd,Grange,Brisbane City,4051,Stafford,North Brisbane,Brisbane,SEQ North,Metropolitan,Grange,Brisbane Inner - North,Brisbane Inner City,Major cities,Stafford,Brisbane,Locally-controlled,Intersection - Cross,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight
300633,Hospitalisation,2016,November,Saturday,7,Hit object,Single Vehicle,153.07037,-27.56860479,Carnaby St,,Macgregor,Brisbane City,4109,Upper Mount Gravatt,South Brisbane,Brisbane,SEQ South,Metropolitan,Macgregor (qld),Mt Gravatt,Brisbane - South,Major cities,Sunnybank,Moreton,Locally-controlled,No Roadway Feature,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Daylight
300634,Medical treatment,2016,November,Saturday,11,Angle,Multi-Vehicle,153.1679,-27.4546,Preston Rd,,Manly West,Brisbane City,4179,Wynnum,South Brisbane,Brisbane,SEQ South,Metropolitan,Wynnum,Wynnum - Manly,Brisbane - East,Major cities,Lytton,Bonner,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight
300658,Minor injury,2016,November,Sunday,17,Angle,Multi-Vehicle,153.0762486,-27.53947297,Mt Gravatt Outlook Dr,,Mount Gravatt,Brisbane City,4122,Holland Park,South Brisbane,Brisbane,SEQ South,Metropolitan,Mount Gravatt,Mt Gravatt,Brisbane - South,Major cities,Mansfield,Bonner,Locally-controlled,No Roadway Feature,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Darkness - Not lighted
300659,Medical treatment,2016,November,Sunday,14,Angle,Multi-Vehicle,153.097293,-27.46425,Creek Rd,Edge St,Murarrie,Brisbane City,4172,Morningside,South Brisbane,Brisbane,SEQ South,Metropolitan,Murarrie,Wynnum - Manly,Brisbane - East,Major cities,Bulimba,Bonner,Locally-controlled,Intersection - Cross,Operating traffic lights,60 km/h,Sealed - Dry,Clear,Daylight
300660,Hospitalisation,2016,November,Sunday,21,Hit object,Single Vehicle,153.0880893,-27.45758012,Colmslie Rd,Junction Rd,Murarrie,Brisbane City,4172,Morningside,South Brisbane,Brisbane,SEQ South,Metropolitan,Murarrie,Wynnum - Manly,Brisbane - East,Major cities,Bulimba,Griffith,Locally-controlled,Intersection - Roundabout,Give way sign,70 km/h,Sealed - Dry,Clear,Darkness - Lighted
300661,Hospitalisation,2016,November,Sunday,7,Head-on,Multi-Vehicle,152.987939,-27.533175,Sherwood Rd,,Sherwood,Brisbane City,4075,Sherwood,South Brisbane,Brisbane,SEQ South,Metropolitan,Sherwood,Sherwood - Indooroopilly,Brisbane - West,Major cities,Indooroopilly,Moreton,Locally-controlled,No Roadway Feature,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Daylight
300662,Medical treatment,2016,November,Sunday,10,Hit object,Single Vehicle,153.1688152,-27.44288613,Tingal Rd,,Wynnum,Brisbane City,4178,Wynnum,South Brisbane,Brisbane,SEQ South,Metropolitan,Wynnum,Wynnum - Manly,Brisbane - East,Major cities,Lytton,Bonner,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight
300663,Medical treatment,2016,November,Sunday,10,Angle,Multi-Vehicle,153.04101,-27.34442,Handford Rd,,Taigum,Brisbane City,4018,Carseldine,North Brisbane,Brisbane,SEQ North,Metropolitan,Taigum - Fitzgibbon,Sandgate,Brisbane - North,Major cities,Sandgate,Lilley,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight
300668,Medical treatment,2016,November,Sunday,13,Angle,Multi-Vehicle,152.992037,-27.419164,Pickering St,Western Art Rd On/Off Ramp,Enoggera,Brisbane City,4051,Ferny Grove,North Brisbane,Brisbane,SEQ North,Metropolitan,Enoggera,The Gap - Enoggera,Brisbane - West,Major cities,Ashgrove,Brisbane,State-controlled,Intersection - T-Junction,Stop sign,60 km/h,Sealed - Dry,Clear,Daylight
300683,Medical treatment,2016,November,Monday,17,Angle,Multi-Vehicle,153.034365,-27.57119,Halt St,Lensworth St,Coopers Plains,Brisbane City,4108,Acacia Ridge,South Brisbane,Brisbane,SEQ South,Metropolitan,Coopers Plains,Nathan,Brisbane - South,Major cities,Sunnybank,Moreton,Locally-controlled,Intersection - Cross,Give way sign,60 km/h,Sealed - Dry,Clear,Dawn/Dusk
300684,Hospitalisation,2016,November,Monday,17,Hit object,Single Vehicle,153.1254536,-27.51372453,Greendale Way,,Belmont,Brisbane City,4153,Carina,South Brisbane,Brisbane,SEQ South,Metropolitan,Carindale,Carindale,Brisbane - South,Major cities,Chatsworth,Bonner,State-controlled,No Roadway Feature,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Daylight
300685,Hospitalisation,2016,November,Monday,15,Head-on,Multi-Vehicle,153.106459,-27.506001,Winstanley St,,Carindale,Brisbane City,4152,Carina,South Brisbane,Brisbane,SEQ South,Metropolitan,Carindale,Carindale,Brisbane - South,Major cities,Chatsworth,Bonner,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight
300686,Minor injury,2016,November,Monday,15,Angle,Multi-Vehicle,153.020716,-27.464951,Albert St,,Brisbane City,Brisbane City,4000,Brisbane City,North Brisbane,Brisbane,SEQ North,Metropolitan,Brisbane City,Brisbane Inner,Brisbane Inner City,Major cities,Brisbane Central,Brisbane,Locally-controlled,No Roadway Feature,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Daylight
300687,Minor injury,2016,November,Monday,16,Hit pedestrian,Hit pedestrian,153.021251,-27.462527,Wickham Tce,,Spring Hill,Brisbane City,4000,Brisbane City,North Brisbane,Brisbane,SEQ North,Metropolitan,Spring Hill,Brisbane Inner,Brisbane Inner City,Major cities,Brisbane Central,Brisbane,Locally-controlled,No Roadway Feature,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Daylight
300688,Medical treatment,2016,November,Monday,19,Sideswipe,Multi-Vehicle,152.975627,-27.597713,Corsair Ave,Inala Ave,Inala,Brisbane City,4077,Inala,South Brisbane,Brisbane,SEQ South,Metropolitan,Inala - Richlands,Forest Lake - Oxley,Ipswich,Major cities,Inala,Oxley,Locally-controlled,Intersection - T-Junction,Operating traffic lights,60 km/h,Sealed - Dry,Clear,Darkness - Lighted
300689,Medical treatment,2016,November,Monday,15,Angle,Multi-Vehicle,152.984922,-27.478308,Miskin St,Western Arterial Rd,Toowong,Brisbane City,4066,Indooroopilly,North Brisbane,Brisbane,SEQ North,Metropolitan,Toowong,Brisbane Inner - West,Brisbane Inner City,Major cities,Mount Coot-tha,Ryan,State-controlled,Intersection - Roundabout,Give way sign,0 - 50 km/h,Sealed - Dry,Clear,Daylight
300690,Medical treatment,2016,November,Monday,11,Rear-end,Multi-Vehicle,153.050435,-27.559667,Troughton Rd,,Coopers Plains,Brisbane City,4108,Upper Mount Gravatt,South Brisbane,Brisbane,SEQ South,Metropolitan,Coopers Plains,Nathan,Brisbane - South,Major cities,Sunnybank,Moreton,Locally-controlled,No Roadway Feature,Give way sign,0 - 50 km/h,Sealed - Dry,Clear,Daylight
